dataset,category,file_path,file_type,metadata_score,flags,timeline_flags,anomaly
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30137.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30138.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30139.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30140.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30141.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30142.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30143.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30144.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30145.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30146.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30147.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30148.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30149.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30150.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30151.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30152.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30153.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30154.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30155.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30156.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30157.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30158.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30159.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30160.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30161.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30162.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30163.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30164.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30165.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30166.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30167.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30168.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30169.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30170.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30171.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30172.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30173.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30174.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30175.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30176.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30177.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30178.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30179.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30180.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30181.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30182.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30183.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30184.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30185.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30186.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30187.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30188.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30189.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30190.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30191.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30192.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30193.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30194.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30195.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30196.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30197.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30198.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30199.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30200.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30201.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30202.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30203.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30204.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30205.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30206.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30207.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30208.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30209.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30210.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30211.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30212.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30213.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30214.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30215.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30216.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30217.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30218.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30219.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30220.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30221.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30222.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30223.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30224.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30225.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30226.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30227.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30228.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30229.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30230.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30231.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30232.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30233.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30234.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30235.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30236.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30237.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30238.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30239.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30240.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30241.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30242.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30243.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30244.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30245.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
CASIA2,authentic_image,C:\Users\Dell\Downloads\AI-Driven Digital Evidence Integrity Monitoring System for Secure Forensic Investigation\metadata_forensics\datasets\CASIA2\Au\Au_cha_30246.jpg,image,60,camera_model_missing; camera_make_missing,file modified after creation,False
